,Date,Government Agency,Fund,Contractor,Procurement Method,Jamaican Equivalent,Funding Agency
4989,2004-10-13,Ministry of Health-------- North East Regional Health Authority,GOJ,"Tankweld Construction Co Ltd.,",SURREY PAVING & AGGREGATE CO. LTD,4200000.0,GOJ Funding
4990,2004-10-13,Ministry of Agriculture Agricultural Support Services Project,GOJ,Cornwall Development & Engineers Ltd,SURREY PAVING & AGGREGATE CO. LTD,9533589.0,GOJ Funding
4991,2004-10-13,University of Technology,GOJ,Analogic Solutions Inc,SURREY PAVING & AGGREGATE CO. LTD,5154699.79,GOJ Funding
4992,2004-10-13,National Housing Trust,GOJ,Guardsman Limited,SURREY PAVING & AGGREGATE CO. LTD,6370484.0,GOJ Funding
4993,2004-09-30,Ministry of Transport & Works,GOJ,A.S. Edwards & Associates Ltd,SURREY PAVING & AGGREGATE CO. LTD,6577470.0,GOJ Funding
4994,2004-09-30,Ministry of Local Government Community Development & Sport,GOJ,Construction Solutions Limited,SURREY PAVING & AGGREGATE CO. LTD,18534675.0,GOJ Funding
4995,2004-09-30,Ministry of Local Government Community Development & Sport,GOJ,Asphlating Specialists Ltd,SURREY PAVING & AGGREGATE CO. LTD,13920212.0,GOJ Funding
4996,2004-09-30,Petroleum Corporation of Jamaica,GOJ,J. P. Mukherji & Associates,SURREY PAVING & AGGREGATE CO. LTD,11774300.0,GOJ Funding
4997,2004-09-30,National Water Commission,GOJ,SCT (Indus International),SURREY PAVING & AGGREGATE CO. LTD,286886520.7,GOJ Funding
4998,2004-09-30,Factories Corporation of Jamaica,GOJ,KSA Engineering Consultants Limited,SURREY PAVING & AGGREGATE CO. LTD,25875000.0,GOJ Funding
4999,2004-09-30,Ministry of Transport & Works,GOJ,Valley Slurry Seal Ltd,SURREY PAVING & AGGREGATE CO. LTD,17252448.0,GOJ Funding
5000,2004-09-29,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,4764998.4,GOJ Funding
5001,2004-09-29,Jamaica Social Investment Fund,GOJ,P & N Distributors & Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,5820942.0,GOJ Funding
5002,2004-09-29,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,4148783.15,GOJ Funding
5003,2004-09-29,Jamaica Social Investment Fund,GOJ,P & N Distributors & Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,7419865.5,GOJ Funding
5004,2004-09-29,"Ministry of Health HIV/AIDS Treament, Prevention & Policy Project",GOJ,LASCO distributers Ltd (Jamaica),SURREY PAVING & AGGREGATE CO. LTD,15192757.31,GOJ Funding
5005,2004-09-29,"Ministry of Health HIV/AIDS Treament, Prevention & Policy Project",GOJ,Abbott Laboratories (Dominican Republic),SURREY PAVING & AGGREGATE CO. LTD,13858028.86,GOJ Funding
5006,2004-09-29,"Ministry of Health HIV/AIDS Treament, Prevention & Policy Project",GOJ,Ranbaxy Laboratories Ltd (INDIA),SURREY PAVING & AGGREGATE CO. LTD,11153453.56,GOJ Funding
5007,2004-09-29,University Hospital of the West indies,GOJ,Milestone Environmental Limited,SURREY PAVING & AGGREGATE CO. LTD,103130262.0,GOJ Funding
5008,2004-09-22,National Housing Trust,GOJ,M & M Jamaica Ltd,SURREY PAVING & AGGREGATE CO. LTD,101527162.0,GOJ Funding
5009,2004-09-08,"Jamaica Urban Transit Co Ltd.,",GOJ,Guardian Insurance Brokers Ltd,SURREY PAVING & AGGREGATE CO. LTD,145309781.0,GOJ Funding
5010,2004-09-08,Ministry of National Security,GOJ,Toyota Jamaica Ltd,SURREY PAVING & AGGREGATE CO. LTD,20000000.0,GOJ Funding
5011,2004-09-08,Ministry of National Security,GOJ,Motor Bike Sales & Services Ltd.,SURREY PAVING & AGGREGATE CO. LTD,65000000.0,GOJ Funding
5012,2004-08-25,Jamaica Social Investment Fund,GOJ,"W.G.Walters Construction Co Ltd.,",SURREY PAVING & AGGREGATE CO. LTD,7996504.12,GOJ Funding
5013,2004-08-25,Jamaica Social Investment Fund,GOJ,Contraxx Enterprises Limited,SURREY PAVING & AGGREGATE CO. LTD,11775980.0,GOJ Funding
5014,2004-08-25,Jamaica Social Investment Fund,GOJ,W. A. Reid Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,6445592.2,GOJ Funding
5015,2004-08-25,Jamaica Social Investment Fund,GOJ,Howard Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,7108378.56,GOJ Funding
5016,2004-08-25,Jamaica Social Investment Fund,GOJ,Howard Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,5164437.0,GOJ Funding
5017,2004-08-25,Port Authority of Jamaica,GOJ,Key Motors Ltd,SURREY PAVING & AGGREGATE CO. LTD,13031061.48,GOJ Funding
5018,2004-08-16,National Housing Trust,GOJ,"Jamaica Electrical & Mechanical Engineers Ltd.,",SURREY PAVING & AGGREGATE CO. LTD,8634392.5,GOJ Funding
5019,2004-08-12,University Hospital of the West Indies,GOJ,"Nutrition Management Services Ltd.,",SURREY PAVING & AGGREGATE CO. LTD,301101008.0,GOJ Funding
5020,2004-08-04,Office of the Prime Minister,GOJ,"Professional Haulage & Construction Co. Ltd.,",SURREY PAVING & AGGREGATE CO. LTD,8807232.85,GOJ Funding
5021,2004-08-04,Port Authority of Jamaica,GOJ,Cosmos N.V.,SURREY PAVING & AGGREGATE CO. LTD,22866000.0,GOJ Funding
5022,2004-08-04,Port Authority of Jamaica,GOJ,Adjoined Consulting Ltd,SURREY PAVING & AGGREGATE CO. LTD,8095800.0,GOJ Funding
5023,2004-07-29,Carib Engineering Corporation Limited,GOJ,Bacchus Engineering Works Limited,SURREY PAVING & AGGREGATE CO. LTD,145381087.1,GOJ Funding
5024,2004-07-28,National Water Commission,GOJ,Express Traders & Contractors Ltd,SURREY PAVING & AGGREGATE CO. LTD,7519091.9,GOJ Funding
5025,2004-07-28,Petrojam Limited,GOJ,Carib LPG Trading Ltd,SURREY PAVING & AGGREGATE CO. LTD,2953759760.0,GOJ Funding
5026,2004-07-28,Jamaica Urban Transit Company Limited,GOJ,Atlas Protection Limited,SURREY PAVING & AGGREGATE CO. LTD,24865504.0,GOJ Funding
5027,2004-07-22,Ministry of Education Youth & Culture,GOJ,Kingston Bookshop,SURREY PAVING & AGGREGATE CO. LTD,187676357.3,GOJ Funding
5028,2004-07-22,Ministry of Education Youth & Culture,GOJ,Book Wizard Ltd,SURREY PAVING & AGGREGATE CO. LTD,48357571.64,GOJ Funding
5029,2004-07-22,Ministry of Education Youth & Culture,GOJ,Carlong Publishers Limited,SURREY PAVING & AGGREGATE CO. LTD,126908707.6,GOJ Funding
5030,2004-07-22,Ministry of Education Youth & Culture,GOJ,Sangsters Bookstores,SURREY PAVING & AGGREGATE CO. LTD,48890139.32,GOJ Funding
5031,2004-07-22,University Of Technology,GOJ,Eagle Construction Co Ltd,SURREY PAVING & AGGREGATE CO. LTD,4271190.0,GOJ Funding
5032,2004-07-19,National Works Agency,GOJ,Rebar Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,2079548.16,GOJ Funding
5033,2004-07-07,National Environment & Planning Agency,GOJ,KPMG Peat Marwick and Partners,SURREY PAVING & AGGREGATE CO. LTD,4504802.0,GOJ Funding
5034,2004-07-07,National Housing Trust,GOJ,Lesmack Engineers Ltd,SURREY PAVING & AGGREGATE CO. LTD,18669926.31,GOJ Funding
5035,2004-06-30,National Water Commission,GOJ,"Tankweld Construction Co Ltd.,",SURREY PAVING & AGGREGATE CO. LTD,18096142.8,GOJ Funding
5036,2004-06-30,National Housing Trust,GOJ,MODOffice by EHC Industries Limited,SURREY PAVING & AGGREGATE CO. LTD,5686237.64,GOJ Funding
5037,2004-06-30,Ministry of Transport & Works,GOJ,Pavement & Structures Ltd,SURREY PAVING & AGGREGATE CO. LTD,4979493.75,GOJ Funding
5038,2004-06-30,Ministry of Transport & Works,GOJ,Pavement & Structures Ltd,SURREY PAVING & AGGREGATE CO. LTD,4979493.75,GOJ Funding
5039,2004-06-30,Ministry of National Security,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,23277987.0,GOJ Funding
5040,2004-06-30,Ministry of Education Youth & Culture,GOJ,Carlong Publishers Limited,SURREY PAVING & AGGREGATE CO. LTD,63000000.0,GOJ Funding
5041,2004-06-30,Ministry of Education Youth & Culture,GOJ,Mid Island Educators,SURREY PAVING & AGGREGATE CO. LTD,15620000.0,GOJ Funding
5042,2004-06-30,Ministry of Education Youth & Culture,GOJ,Pamona Corporation,SURREY PAVING & AGGREGATE CO. LTD,21070750.0,GOJ Funding
5043,2004-06-30,Ministry of Education Youth & Culture,GOJ,Beta Milk Company Limited,SURREY PAVING & AGGREGATE CO. LTD,23576994.0,GOJ Funding
5044,2004-06-30,Ministry of Education Youth & Culture,GOJ,Grace Kennedy & Company Limited,SURREY PAVING & AGGREGATE CO. LTD,2240000.0,GOJ Funding
5045,2004-06-30,Ministry of Education Youth & Culture,GOJ,Grace Kennedy & Company Limited,SURREY PAVING & AGGREGATE CO. LTD,8571060.0,GOJ Funding
5046,2004-06-30,Ministry of Education Youth & Culture,GOJ,BOOK PORT 1.1,SURREY PAVING & AGGREGATE CO. LTD,13689057.4,GOJ Funding
5047,2004-06-24,National Housing Trust,GOJ,Kingston Industrial Construction Limited,SURREY PAVING & AGGREGATE CO. LTD,28222578.0,GOJ Funding
5048,2004-06-24,Ministry of Agriculture,GOJ,Cornwall Development & Engineers Ltd.,SURREY PAVING & AGGREGATE CO. LTD,10360837.7,GOJ Funding
5049,2004-06-24,Ministry of Water & Housing,GOJ,Bacchus Engineering Works Limited,SURREY PAVING & AGGREGATE CO. LTD,207353541.0,GOJ Funding
5050,2004-06-24,Jamaica Social Investment Fund,GOJ,Contraxx Enterprises Limited,SURREY PAVING & AGGREGATE CO. LTD,6516567.5,GOJ Funding
5051,2004-06-24,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,5247635.3,GOJ Funding
5052,2004-06-16,Southern Regional Health Authority SRHA,GOJ,Island Woods Development Ltd,SURREY PAVING & AGGREGATE CO. LTD,5094108.1,GOJ Funding
5053,2004-06-16,Sugar Industry Research Institute (MoA),GOJ,Jamaica Drip Irrigation Ltd,SURREY PAVING & AGGREGATE CO. LTD,10290335.12,GOJ Funding
5054,2004-06-10,Port Authority of Jamaica,GOJ,J. H Dunstan & Associates Ltd,SURREY PAVING & AGGREGATE CO. LTD,8889175.69,GOJ Funding
5055,2004-05-28,Office of the Prime Minister,GOJ,Skinner & Co,SURREY PAVING & AGGREGATE CO. LTD,4274564.0,GOJ Funding
5056,2004-05-27,"Ministry of Agriculture, EJASP",GOJ,V.O. Watson & O'Niel Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,5385875.0,GOJ Funding
5057,2004-05-26,Jamaica Tourist Board,GOJ,Foote Cone & Belding,SURREY PAVING & AGGREGATE CO. LTD,65848650.0,GOJ Funding
5058,2004-05-26,"Ministry of Local Government, Community Development and Sport",GOJ,Alcar Construction & Haulage Company Ltd,SURREY PAVING & AGGREGATE CO. LTD,7607320.0,GOJ Funding
5059,2004-05-26,Jamaica Social Investment Fund,GOJ,Cornwall Development and Engineers Limited,SURREY PAVING & AGGREGATE CO. LTD,12345867.48,GOJ Funding
5060,2004-05-19,National Solid Waste Management Authority,GOJ,Vanguard Security Limited,SURREY PAVING & AGGREGATE CO. LTD,16119216.0,GOJ Funding
5061,2004-05-19,Jamaica Social Investment Fund,GOJ,Cornwall Development and Engineers Limited,SURREY PAVING & AGGREGATE CO. LTD,5832602.0,GOJ Funding
5062,2004-05-13,National Environment & Planning Agency,GOJ,Claude Davis & Associates,SURREY PAVING & AGGREGATE CO. LTD,6745693.5,GOJ Funding
5063,2004-05-13,Office of the Prime Minister,GOJ,S.C.Cox & Brothers Ltd,SURREY PAVING & AGGREGATE CO. LTD,48002869.74,GOJ Funding
5064,2004-05-13,MOEY&C Planning & Development Division,GOJ,Moore Business Form Caribbean Ltd,SURREY PAVING & AGGREGATE CO. LTD,8008652.4,GOJ Funding
5065,2004-05-12,National Housing Trust,GOJ,Stationery & Office Supplies Ltd,SURREY PAVING & AGGREGATE CO. LTD,17739574.5,GOJ Funding
5066,2004-05-12,National Housing Trust,GOJ,Cooper & Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,15983199.87,GOJ Funding
5067,2004-05-12,National Water Commission,GOJ,M & M Jamaica Ltd,SURREY PAVING & AGGREGATE CO. LTD,8869785.0,GOJ Funding
5068,2004-05-12,Jamaica Social Investment Fund,GOJ,Cornwall Development & Engineers Ltd,SURREY PAVING & AGGREGATE CO. LTD,7581.0,GOJ Funding
5069,2004-05-12,Jamaica Social Investment Fund,GOJ,W.A Reid Construction Company Ltd,SURREY PAVING & AGGREGATE CO. LTD,6798270.9,GOJ Funding
5070,2004-05-12,Jamaica Social Investment Fund,GOJ,Howard Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,0.0,GOJ Funding
5071,2004-05-12,Ministry of Education Youth & Culture,GOJ,Mount Saint Vincent University,SURREY PAVING & AGGREGATE CO. LTD,16786854.0,GOJ Funding
5072,2004-05-12,Ministry of Education Youth & Culture,GOJ,Tecsult Internatioal Ltd,SURREY PAVING & AGGREGATE CO. LTD,9206673.0,GOJ Funding
5073,2004-05-12,HEART Trust/NTA,GOJ,Nubian Construction (Engineers) Ltd,SURREY PAVING & AGGREGATE CO. LTD,10549426.53,GOJ Funding
5074,2004-05-05,Petroleum Corporation of Jamaica,GOJ,Allied Insurance Brokers AIB3,SURREY PAVING & AGGREGATE CO. LTD,12917538.0,GOJ Funding
5075,2004-05-05,Fiscal Services Limited / MoF&P,GOJ,Hewlett- Packard & MCS,SURREY PAVING & AGGREGATE CO. LTD,10702802.88,GOJ Funding
5076,2004-05-05,National Environment & Planning Agency,GOJ,Smith Warner International,SURREY PAVING & AGGREGATE CO. LTD,10556418.6,GOJ Funding
5077,2004-05-05,"Ministry of Local Government, Community Development and Sport",GOJ,Professional Haulage & Construction 2000 Limited,SURREY PAVING & AGGREGATE CO. LTD,10232350.0,GOJ Funding
5078,2004-04-29,"Ministry of Local Government , Community Development & Sport",GOJ,Alcar Construction & Haulage Company Ltd.,SURREY PAVING & AGGREGATE CO. LTD,5767358.1,GOJ Funding
5079,2004-04-28,Ministry of Foreign Affairs & Foreign Trade,GOJ,Cable and Wireless Limited,SURREY PAVING & AGGREGATE CO. LTD,8578833.97,GOJ Funding
5080,2004-04-22,"Ministry of Local Govt., Community Development & Sports",GOJ,M & M Jamaica Limited,SURREY PAVING & AGGREGATE CO. LTD,4657521.64,GOJ Funding
5081,2004-04-22,National Housing Trust,GOJ,Neveast Supplies Limited,SURREY PAVING & AGGREGATE CO. LTD,4839792.31,GOJ Funding
5082,2004-04-22,Ministry of Water & Housing,GOJ,Lofters & Associates,SURREY PAVING & AGGREGATE CO. LTD,5794000.0,GOJ Funding
5083,2004-04-22,Development Bank of Jamaica Ltd.,GOJ,CAC 2000 Ltd,SURREY PAVING & AGGREGATE CO. LTD,13667798.49,GOJ Funding
5084,2004-04-14,National Housing Trust,GOJ,Arel Limited,SURREY PAVING & AGGREGATE CO. LTD,17073269.96,GOJ Funding
5085,2004-04-13,National HIV/STI Control programme MoH,GOJ,OK Damanis' Construction Company Ltd,SURREY PAVING & AGGREGATE CO. LTD,24299291.24,GOJ Funding
5086,2004-04-07,Jamaica Social Investment Fund,GOJ,Contraxx Enterprises Limited,SURREY PAVING & AGGREGATE CO. LTD,5896550.0,GOJ Funding
5087,2004-04-07,National Housing Trust,GOJ,Bacchus Engineering Works Limited,SURREY PAVING & AGGREGATE CO. LTD,9781097.5,GOJ Funding
5088,2004-04-07,Health Corporation Limited,GOJ,B & H Structures Ltd.,SURREY PAVING & AGGREGATE CO. LTD,8846079.0,GOJ Funding
5089,2004-04-07,Southern Regional Health Authority SRHA,GOJ,W G Walters Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,29989202.91,GOJ Funding
5090,2004-04-02,Caymanas Track Limited,GOJ,Progressive Brokers for American Home Insurance,SURREY PAVING & AGGREGATE CO. LTD,5412144.0,GOJ Funding
5091,2004-03-31,National Water Commission,GOJ,Frederick Rodriques & Associates,SURREY PAVING & AGGREGATE CO. LTD,5821850.22,GOJ Funding
5092,2004-03-31,National Water Commission,GOJ,Lloyd Bryan Construction,SURREY PAVING & AGGREGATE CO. LTD,7815731.0,GOJ Funding
5093,2004-03-31,National Housing Trust,GOJ,Cooper & Associates Limited,SURREY PAVING & AGGREGATE CO. LTD,222474047.0,GOJ Funding
5094,2004-03-31,Port Authority of Jamaica,GOJ,Tankweld Limited,SURREY PAVING & AGGREGATE CO. LTD,10636565.0,GOJ Funding
5095,2004-03-24,University of Technology,GOJ,Fujitsu Transaction Solutions (Jamaica) Limited,SURREY PAVING & AGGREGATE CO. LTD,11407008.0,GOJ Funding
5096,2004-03-24,University of Technology,GOJ,International Uniforms Inc,SURREY PAVING & AGGREGATE CO. LTD,8852781.6,GOJ Funding
5097,2004-03-24,University of Technology,GOJ,IBM (JAMAICA) LTD,SURREY PAVING & AGGREGATE CO. LTD,15612455.16,GOJ Funding
5098,2004-03-24,University of Technology,GOJ,Alpha Construction Co Ltd,SURREY PAVING & AGGREGATE CO. LTD,7043453.0,GOJ Funding
5099,2004-03-17,"Ministry of Local Government, Community Development and Sport",GOJ,Professional Haulage & Construction 2000 Limited,SURREY PAVING & AGGREGATE CO. LTD,4333070.6,GOJ Funding
5100,2004-03-17,Ministry of National Security,GOJ,Elkims Construction Co. Ltd.,SURREY PAVING & AGGREGATE CO. LTD,4997113.0,GOJ Funding
5101,2004-03-17,"Ministry of Local Government, Community Development and Sport",GOJ,Construction Solutions Limited,SURREY PAVING & AGGREGATE CO. LTD,9406677.5,GOJ Funding
5102,2004-03-17,"Ministry of Local Government, Community Development and Sport",GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,5327580.0,GOJ Funding
5103,2004-03-10,"Ministry of Local Government, Community Development and Sport",GOJ,Construction Solutions Limited,SURREY PAVING & AGGREGATE CO. LTD,5103140.0,GOJ Funding
5104,2004-03-03,Jamaica Social Investment Fund,GOJ,W. A. Reid Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,729690980.0,GOJ Funding
5105,2004-03-03,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,5320116.0,GOJ Funding
5106,2004-03-03,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,6118001.0,GOJ Funding
5107,2004-03-03,Port Authority of Jamaica,GOJ,E & W Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,4115750.0,GOJ Funding
5108,2004-03-03,Ministry of Finance and Planning,GOJ,Moore Business Form Caribbean Ltd,SURREY PAVING & AGGREGATE CO. LTD,7953000.0,GOJ Funding
5109,2004-03-03,Financial Services Commission,GOJ,Digital Transtec Limited,SURREY PAVING & AGGREGATE CO. LTD,2436000.0,GOJ Funding
5110,2004-03-03,Financial Services Commission,GOJ,Digital Transtec Limited,SURREY PAVING & AGGREGATE CO. LTD,16142572.51,GOJ Funding
5111,2004-03-03,"Ministry of Commerce, Science and Technology",GOJ,Microsoft Corporation,SURREY PAVING & AGGREGATE CO. LTD,230930190.0,GOJ Funding
5112,2004-02-19,National Works Agency,GOJ,Microsurfacing Limited,SURREY PAVING & AGGREGATE CO. LTD,11980804.0,GOJ Funding
5113,2004-02-18,National Housing Trust,GOJ,Stationery & Office Supplies Ltd,SURREY PAVING & AGGREGATE CO. LTD,17739594.51,GOJ Funding
5114,2004-02-18,Jamaica Social Investment Fund,GOJ,Alcar Construction & Haulage Company Limited,SURREY PAVING & AGGREGATE CO. LTD,10279960.0,GOJ Funding
5115,2004-02-18,Bureau of Standard,GOJ,BRI International Inc/ Environmental Solution Ltd. Joint venture,SURREY PAVING & AGGREGATE CO. LTD,11601052.5,GOJ Funding
5116,2004-02-18,"Ministry Local Government, Community Development and Sport",GOJ,CP Specialists Ltd,SURREY PAVING & AGGREGATE CO. LTD,524045500.0,GOJ Funding
5117,2004-02-18,National Works Agency,GOJ,H.D.B Construction Ltd,SURREY PAVING & AGGREGATE CO. LTD,58058761.86,GOJ Funding
5118,2004-02-18,Factories Corporation of Jamaica,GOJ,Tankweld Limited,SURREY PAVING & AGGREGATE CO. LTD,1000000000.0,GOJ Funding
5119,2004-02-13,University Hospital of the West Indies,GOJ,Tyco Health Care,SURREY PAVING & AGGREGATE CO. LTD,8153900.0,GOJ Funding
5120,2004-02-12,Port Authority of Jamaica,GOJ,Power & Tractors Limited,SURREY PAVING & AGGREGATE CO. LTD,6712625.16,GOJ Funding
5121,2004-02-12,Port Authority of Jamaica,GOJ,Key Motors Limited,SURREY PAVING & AGGREGATE CO. LTD,7556069.44,GOJ Funding
5122,2004-02-11,"Ministry of Education, Youth & Culture",GOJ,Picon Construction,SURREY PAVING & AGGREGATE CO. LTD,8500000.0,GOJ Funding
5123,2004-02-11,"Ministry of Local Government, Community Development and Sport",GOJ,Patrick E. Thompson Limited,SURREY PAVING & AGGREGATE CO. LTD,1089812500.0,GOJ Funding
5124,2004-02-05,University Hospital of the West Indies,GOJ,Tyco Health Care,SURREY PAVING & AGGREGATE CO. LTD,12060000.0,GOJ Funding
5125,2004-02-05,University Hospital of the West Indies,GOJ,NU-MED LTD,SURREY PAVING & AGGREGATE CO. LTD,10648385.6,GOJ Funding
5126,2004-02-05,University Hospital of the West Indies,GOJ,Hillrom,SURREY PAVING & AGGREGATE CO. LTD,18720720.0,GOJ Funding
5127,2004-02-05,University Hospital of the West Indies,GOJ,Cari-med Limited,SURREY PAVING & AGGREGATE CO. LTD,5408846.0,GOJ Funding
5128,2004-02-05,University Hospital of the West Indies,GOJ,Arel Limited,SURREY PAVING & AGGREGATE CO. LTD,14828086.4,GOJ Funding
5129,2004-02-04,Port Authority of Jamaica,GOJ,Coloured Fin Limited,SURREY PAVING & AGGREGATE CO. LTD,8696377.75,GOJ Funding
5130,2004-02-04,Port Authority of Jamaica,GOJ,North Florida Shipyard Inc.,SURREY PAVING & AGGREGATE CO. LTD,4962378.35,GOJ Funding
5131,2004-02-04,Urban Development Corporation,GOJ,Donald's Engineering Works,SURREY PAVING & AGGREGATE CO. LTD,9994636.2,GOJ Funding
5132,2004-02-04,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,6037052.0,GOJ Funding
5133,2004-02-04,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,6647805.0,GOJ Funding
5134,2004-02-04,Jamaica Social Investment Fund,GOJ,Garan-tee Construction Company Limited,SURREY PAVING & AGGREGATE CO. LTD,5736001.0,GOJ Funding
